custAge,profession,marital,schooling,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,pmonths,pastEmail,responded,profit,market
,unemployed,married,high.school,unknown,yes,yes,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,238.5691866767677,0.0
37.0,admin.,divorced,,no,no,yes,cellular,may,tue,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.344,5099.1,999.0,0,1,429.46102485385927,1.0
29.0,admin.,single,,no,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,999.0,0,0,149.94980480886082,0.0
40.0,admin.,single,university.degree,no,yes,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999.0,0,0,168.25675748531972,0.0
,services,single,high.school,no,yes,no,telephone,jun,fri,14,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999.0,0,0,154.8012310034323,0.0
37.0,admin.,married,university.degree,no,yes,yes,cellular,may,fri,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,999.0,0,1,428.7594671196737,1.0
,admin.,single,high.school,no,no,no,cellular,may,fri,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.25,5099.1,999.0,6,0,170.08336286476302,0.0
24.0,entrepreneur,single,university.degree,no,yes,no,cellular,jul,,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,999.0,0,0,150.9685597589599,0.0
31.0,admin.,married,university.degree,no,unknown,unknown,cellular,mar,tue,1,999,0,nonexistent,-1.8,93.369,-34.8,0.655,5008.7,999.0,0,1,162.1246603630618,1.0
,blue-collar,married,professional.course,no,no,no,telephone,may,wed,5,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,999.0,0,0,34.16731454958544,0.0
,housemaid,married,high.school,unknown,yes,yes,cellular,may,wed,4,999,1,failure,-1.8,92.89299999999999,-46.2,1.334,5099.1,999.0,2,0,255.75190284787945,0.0
,blue-collar,married,,unknown,yes,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,999.0,0,0,-147.87234889403837,0.0
53.0,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999.0,0,0,-143.19060893436796,0.0
39.0,admin.,married,,no,yes,yes,cellular,aug,fri,3,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,999.0,0,0,431.01731539982256,0.0
36.0,blue-collar,married,,unknown,no,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,999.0,0,0,-161.97958225778302,0.0
55.0,services,married,high.school,unknown,no,no,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999.0,0,0,5.872157645911269,0.0
39.0,blue-collar,married,professional.course,no,no,no,cellular,jul,mon,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,999.0,0,0,41.641729956807296,0.0
25.0,admin.,single,university.degree,no,yes,no,telephone,nov,mon,2,999,0,nonexistent,-3.4,92.649,-30.1,0.7140000000000001,5017.5,999.0,0,0,152.24069840487854,0.0
56.0,admin.,married,,no,no,no,telephone,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999.0,0,0,189.10486822980562,0.0
46.0,blue-collar,married,basic.9y,no,yes,yes,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,999.0,0,0,307.4959044456443,0.0
23.0,technician,single,,no,yes,no,telephone,jul,tue,1,999,0,nonexistent,-1.7,94.215,-40.3,0.893,4991.6,999.0,0,0,144.21360648505598,0.0
68.0,retired,married,high.school,no,no,yes,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999.0,0,1,473.87065798003687,1.0
33.0,unemployed,married,,unknown,yes,no,cellular,jul,wed,9,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,999.0,0,0,-21.56818316298103,0.0
45.0,entrepreneur,divorced,university.degree,no,yes,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,999.0,0,1,187.5237288614782,1.0
55.0,services,divorced,high.school,no,no,no,cellular,jul,mon,7,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,999.0,0,0,201.63127605380348,0.0
58.0,retired,married,basic.4y,no,no,no,cellular,aug,wed,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999.0,0,0,193.42451229025227,0.0
35.0,management,single,university.degree,no,no,yes,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,999.0,0,0,464.5409711305093,1.0
27.0,blue-collar,married,basic.9y,no,no,yes,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,273.8018215568019,0.0
27.0,admin.,married,university.degree,no,unknown,unknown,cellular,jun,mon,1,999,1,failure,-2.9,92.963,-40.8,1.266,5076.2,999.0,3,0,157.89595268744486,0.0
31.0,technician,married,,no,yes,no,cellular,aug,thu,3,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,999.0,0,0,163.77386033314087,0.0
31.0,management,single,university.degree,no,yes,yes,cellular,may,mon,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,999.0,0,1,455.0111587848952,1.0
36.0,admin.,single,university.degree,no,no,no,cellular,jul,thu,40,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,999.0,0,0,169.13155238912304,0.0
43.0,blue-collar,married,,no,yes,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,999.0,0,0,45.16795498785803,0.0
46.0,services,married,unknown,unknown,no,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999.0,0,0,-15.1910673118557,0.0
39.0,management,married,university.degree,no,yes,no,cellular,aug,thu,3,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,999.0,0,0,207.61957005087072,0.0
,blue-collar,married,basic.9y,unknown,no,no,telephone,may,,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,999.0,0,0,-157.509174830788,0.0
23.0,blue-collar,single,basic.4y,no,yes,no,telephone,jun,fri,10,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999.0,0,0,4.705604484450525,0.0
54.0,management,married,university.degree,no,yes,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,999.0,0,1,232.29304303132682,1.0
31.0,services,married,high.school,unknown,yes,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999.0,0,0,-37.063459024876664,0.0
32.0,self-employed,single,university.degree,no,yes,no,cellular,jul,thu,1,14,1,success,-2.9,92.469,-33.6,1.072,5076.2,0.46666666700000003,3,1,163.69024855201062,1.0
,blue-collar,married,basic.6y,unknown,no,no,cellular,may,mon,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,999.0,0,1,-148.31653156451327,0.0
,blue-collar,married,basic.6y,no,yes,no,telephone,jun,mon,8,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,999.0,0,0,37.297855507412834,0.0
55.0,services,married,high.school,no,yes,no,cellular,aug,,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999.0,0,0,197.82972601956433,0.0
,admin.,single,,no,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,999.0,0,0,166.59458738747796,0.0
,blue-collar,married,professional.course,no,no,no,cellular,apr,fri,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999.0,0,1,39.71873218617339,1.0
41.0,unemployed,married,basic.9y,no,yes,no,cellular,may,,1,6,4,success,-1.8,93.876,-40.0,0.6829999999999999,5008.7,0.2,4,1,176.55393243026364,1.0
33.0,admin.,single,,no,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,999.0,0,0,164.25605787789792,0.0
,services,married,,no,yes,yes,cellular,jul,tue,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,999.0,0,0,435.4324298613129,0.0
32.0,admin.,single,university.degree,no,no,no,cellular,may,tue,5,999,1,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1,999.0,1,0,163.41792444533365,0.0
,management,married,university.degree,no,yes,no,telephone,nov,tue,4,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,999.0,0,0,214.34750646510187,0.0
29.0,admin.,single,basic.9y,unknown,no,no,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,999.0,0,0,-41.47095276321632,0.0
32.0,unemployed,divorced,basic.4y,no,no,yes,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,999.0,0,0,410.92654806732196,0.0
32.0,blue-collar,divorced,basic.9y,no,yes,no,telephone,may,tue,4,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,999.0,0,0,27.456303355250142,0.0
31.0,services,single,high.school,no,yes,yes,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,999.0,0,0,414.2305056128964,0.0
,technician,single,professional.course,no,no,no,cellular,oct,thu,1,999,1,failure,-3.4,92.431,-26.9,0.74,5017.5,999.0,2,0,165.56930665503793,0.0
,blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,999.0,0,0,31.779007547508954,0.0
41.0,technician,married,professional.course,no,yes,no,telephone,jun,wed,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999.0,0,0,172.02031537866014,0.0
35.0,technician,married,,no,no,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999.0,0,0,167.94266089803395,0.0
24.0,services,single,high.school,no,no,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,999.0,0,0,143.82809216426773,0.0
35.0,blue-collar,married,,unknown,yes,yes,telephone,jun,thu,6,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,999.0,0,0,97.98519377723905,0.0
26.0,admin.,married,high.school,no,yes,no,cellular,oct,mon,1,999,0,nonexistent,-3.4,92.431,-26.9,0.731,5017.5,999.0,0,1,151.50574546888132,1.0
,admin.,single,high.school,no,yes,no,cellular,apr,fri,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,999.0,0,1,165.56952808998795,1.0
30.0,services,married,,unknown,no,no,telephone,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,-36.83290942783732,0.0
,self-employed,married,basic.9y,no,no,no,cellular,may,tue,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.344,5099.1,999.0,0,1,176.81161387359904,1.0
29.0,services,single,high.school,no,yes,no,telephone,jun,thu,3,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,999.0,0,0,152.45010468912776,0.0
33.0,admin.,single,,no,yes,no,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999.0,0,0,164.12052075290333,0.0
40.0,technician,married,university.degree,unknown,no,no,cellular,jul,mon,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,999.0,0,0,-13.630853074967284,0.0
,blue-collar,divorced,basic.6y,no,yes,no,cellular,may,wed,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.334,5099.1,999.0,1,0,50.31013929333746,0.0
,admin.,single,university.degree,no,no,yes,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,416.3976137665693,0.0
,services,divorced,high.school,no,no,no,cellular,jul,,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,999.0,0,0,181.36090258123474,0.0
,blue-collar,single,,no,yes,yes,telephone,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,999.0,0,0,283.70409245305177,0.0
39.0,admin.,single,,no,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,999.0,0,0,164.48936574482985,0.0
35.0,technician,divorced,university.degree,no,yes,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,999.0,0,1,168.4973953489797,1.0
,admin.,married,,no,yes,no,cellular,may,tue,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.344,5099.1,999.0,2,0,179.30586895396408,0.0
57.0,retired,married,,unknown,no,no,telephone,jun,,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999.0,0,0,-7.062031120579995,0.0
,admin.,married,,unknown,yes,no,cellular,jul,,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,999.0,0,0,-13.079553516946119,0.0
45.0,admin.,single,university.degree,no,no,yes,cellular,aug,tue,11,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999.0,0,0,437.63620241161277,0.0
36.0,self-employed,single,,no,no,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,999.0,0,0,170.9142877668516,0.0
36.0,management,single,,no,yes,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,999.0,0,0,201.66380954203467,0.0
,admin.,single,high.school,no,no,no,telephone,may,wed,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,999.0,0,0,157.32842930915578,0.0
23.0,admin.,single,professional.course,no,no,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,999.0,0,0,151.18749831531738,0.0
48.0,admin.,married,basic.6y,no,no,no,telephone,mar,mon,5,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.811,5099.1,999.0,0,0,194.01486415979252,0.0
,admin.,divorced,high.school,no,no,no,telephone,may,,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,999.0,0,0,174.8361850429654,0.0
,blue-collar,married,high.school,unknown,no,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,999.0,0,0,-159.75323785766525,0.0
41.0,blue-collar,married,basic.6y,unknown,no,no,telephone,may,fri,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,999.0,0,0,-155.80500300427795,0.0
37.0,services,married,,no,yes,yes,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,999.0,0,0,424.58241000182136,0.0
33.0,entrepreneur,married,basic.9y,no,no,no,cellular,may,wed,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.334,5099.1,999.0,3,0,169.5135407609586,0.0
,admin.,married,,no,no,no,telephone,may,,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,999.0,0,0,169.36825925650038,0.0
,admin.,married,high.school,no,yes,no,cellular,nov,thu,1,999,1,failure,-0.1,93.2,-42.0,4.0760000000000005,5195.8,999.0,5,0,188.67213730578777,0.0
39.0,admin.,married,high.school,no,no,no,cellular,sep,mon,2,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.7709999999999999,5017.5,999.0,0,1,175.9873485503676,1.0
37.0,admin.,single,university.degree,no,no,no,cellular,aug,wed,11,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,999.0,0,0,168.19003843473297,0.0
35.0,student,single,high.school,no,no,yes,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,999.0,0,0,409.69691825799737,0.0
41.0,admin.,divorced,high.school,no,yes,no,cellular,may,mon,5,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1,999.0,0,1,180.26903616215435,1.0
,blue-collar,married,basic.6y,no,yes,no,cellular,nov,thu,3,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,999.0,0,0,48.55274461206574,0.0
36.0,admin.,married,university.degree,no,no,no,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,999.0,0,0,167.8185560380939,0.0
35.0,admin.,single,university.degree,no,yes,yes,cellular,apr,thu,1,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1,999.0,1,1,432.20816441214447,1.0
39.0,admin.,married,professional.course,no,yes,no,telephone,may,,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,999.0,0,0,169.2834740740258,0.0
,services,married,basic.9y,no,yes,no,telephone,jun,mon,1,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,999.0,0,0,170.66295397588624,0.0
67.0,retired,married,,no,yes,no,cellular,apr,wed,1,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,999.0,0,1,210.27293802277822,1.0
,blue-collar,single,high.school,no,no,no,cellular,may,wed,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.334,5099.1,999.0,1,0,29.024218791027863,0.0
,technician,single,,unknown,yes,no,cellular,jul,mon,5,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,999.0,0,0,-21.42059790278599,0.0
30.0,technician,single,university.degree,no,no,no,cellular,nov,thu,3,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,999.0,0,0,165.03714378068315,0.0
40.0,admin.,divorced,university.degree,no,yes,no,telephone,may,tue,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,169.263482302817,0.0
,technician,married,high.school,no,no,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999.0,0,0,171.39395015422795,0.0
34.0,admin.,married,university.degree,unknown,yes,no,cellular,aug,,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,999.0,0,0,-26.660134821324036,0.0
39.0,admin.,married,basic.6y,unknown,no,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,999.0,0,0,-14.683876423938008,0.0
,admin.,single,high.school,no,yes,yes,cellular,may,wed,4,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1,999.0,0,1,425.1265224549031,1.0
55.0,admin.,married,high.school,no,yes,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,191.5705801774346,0.0
50.0,blue-collar,married,basic.9y,no,yes,no,cellular,nov,mon,1,999,0,nonexistent,-3.4,92.649,-30.1,0.7140000000000001,5017.5,999.0,0,1,58.61727114733395,1.0
37.0,self-employed,married,,no,no,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999.0,0,0,161.89449358239247,0.0
31.0,unemployed,divorced,,no,yes,yes,cellular,jul,wed,7,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,999.0,0,0,426.6845406036132,0.0
49.0,blue-collar,married,,no,no,no,telephone,oct,wed,1,999,0,nonexistent,-0.1,93.79799999999999,-40.4,4.827,5195.8,999.0,0,0,44.55611113265727,0.0
,admin.,married,university.degree,no,yes,no,cellular,oct,thu,1,999,0,nonexistent,-3.4,92.431,-26.9,0.754,5017.5,999.0,0,1,172.59431788210335,1.0
39.0,entrepreneur,married,high.school,no,unknown,unknown,telephone,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,999.0,0,0,166.4948413852062,0.0
37.0,admin.,married,high.school,no,no,no,cellular,apr,thu,3,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,999.0,0,1,172.66427277315816,1.0
71.0,retired,single,university.degree,no,no,no,telephone,oct,,1,999,0,nonexistent,-3.4,92.431,-26.9,0.742,5017.5,999.0,0,0,209.86464788403015,0.0
37.0,blue-collar,married,professional.course,no,yes,no,cellular,apr,mon,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999.0,0,1,41.10804421415699,1.0
,blue-collar,married,professional.course,no,yes,no,cellular,nov,tue,3,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,999.0,0,0,44.73162513209022,0.0
59.0,retired,married,basic.4y,no,yes,no,telephone,jun,mon,4,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,999.0,0,0,192.02315478994717,0.0
41.0,technician,divorced,professional.course,no,yes,no,cellular,aug,wed,4,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,999.0,0,0,180.44451346215595,0.0
30.0,blue-collar,married,basic.9y,no,yes,no,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,999.0,0,0,17.162946030727646,0.0
39.0,services,divorced,,no,no,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,999.0,0,0,168.0346188235378,0.0
37.0,technician,single,,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,999.0,0,0,161.64939717416718,0.0
24.0,student,single,professional.course,no,yes,no,cellular,jul,wed,2,999,0,nonexistent,-1.7,94.215,-40.3,0.8959999999999999,4991.6,999.0,0,1,143.4952760420832,1.0
26.0,admin.,single,,no,no,no,cellular,oct,fri,2,999,1,failure,-3.4,92.431,-26.9,0.73,5017.5,999.0,2,0,151.0757541781828,0.0
37.0,blue-collar,married,basic.9y,no,yes,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1,999.0,0,1,37.28202799761404,1.0
42.0,management,married,,no,no,yes,cellular,aug,tue,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999.0,0,0,467.9144462739091,1.0
77.0,retired,married,unknown,no,no,no,cellular,aug,wed,8,999,2,failure,-1.7,94.027,-38.3,0.903,4991.6,999.0,4,0,222.340824442381,0.0
41.0,admin.,married,,no,yes,no,cellular,apr,fri,6,999,0,nonexistent,-1.8,93.749,-34.6,0.644,5008.7,999.0,0,1,172.7175778371814,1.0
33.0,admin.,single,university.degree,no,yes,yes,cellular,aug,,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999.0,0,0,421.2838011037819,0.0
70.0,admin.,married,basic.4y,no,no,no,cellular,sep,tue,1,3,1,success,-3.4,92.37899999999999,-29.8,0.77,5017.5,0.1,4,1,219.96135370106384,1.0
,retired,married,high.school,no,yes,no,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,999.0,0,0,205.05160511569974,0.0
,services,single,university.degree,no,yes,yes,cellular,may,mon,5,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1,999.0,0,1,423.99455666144934,1.0
39.0,services,married,basic.9y,unknown,yes,yes,telephone,apr,wed,2,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,999.0,0,0,242.9726116443566,0.0
,technician,married,professional.course,no,yes,no,telephone,jun,,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999.0,0,0,171.79566338976255,0.0
,blue-collar,married,basic.9y,unknown,no,no,cellular,may,wed,4,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1,999.0,0,1,-150.57200881355445,0.0
,entrepreneur,divorced,,no,yes,no,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999.0,0,0,178.23160402038482,0.0
,admin.,single,university.degree,no,yes,yes,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,999.0,0,1,426.6364200986334,1.0
41.0,blue-collar,married,basic.9y,no,no,no,cellular,apr,tue,1,999,1,failure,-1.8,93.075,-47.1,1.453,5099.1,999.0,2,0,45.47495508435642,0.0
35.0,technician,single,professional.course,no,no,yes,cellular,aug,fri,4,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,999.0,0,0,424.8536797469078,0.0
36.0,blue-collar,married,,unknown,yes,no,cellular,may,,5,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.344,5099.1,999.0,0,1,-155.9236867032751,0.0
39.0,technician,married,,no,no,yes,telephone,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,427.83650269379905,0.0
48.0,technician,single,university.degree,unknown,yes,no,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999.0,0,0,-5.493986889969367,0.0
38.0,blue-collar,married,basic.6y,no,unknown,unknown,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,999.0,0,0,32.114124427310585,0.0
63.0,retired,married,university.degree,no,no,no,cellular,aug,tue,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8590000000000001,5076.2,999.0,0,1,201.81138037796381,1.0
34.0,admin.,single,basic.9y,unknown,no,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,-31.66506563389456,0.0
,self-employed,married,high.school,no,no,no,cellular,aug,tue,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999.0,0,0,174.59905472675297,0.0
,blue-collar,married,basic.9y,no,yes,no,telephone,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,999.0,0,0,33.605351461083174,0.0
29.0,technician,single,university.degree,no,no,yes,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999.0,0,1,419.3946310960563,1.0
41.0,admin.,married,university.degree,no,yes,no,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,999.0,0,0,176.60965467804309,0.0
,unemployed,married,,no,unknown,unknown,cellular,jul,thu,6,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.958,5228.1,999.0,0,0,178.86656166214811,0.0
26.0,technician,single,professional.course,no,yes,no,telephone,apr,fri,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999.0,0,0,152.62540167337698,0.0
29.0,admin.,single,,no,yes,no,cellular,nov,fri,2,7,2,success,-3.4,92.649,-30.1,0.7140000000000001,5017.5,0.233333333,2,1,159.2495336651882,1.0
55.0,technician,married,,no,no,yes,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999.0,0,0,457.35701857380775,1.0
34.0,technician,single,,no,yes,no,telephone,may,,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1,999.0,0,0,165.75400679820333,0.0
51.0,unemployed,married,basic.9y,no,no,no,cellular,aug,fri,2,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,999.0,0,0,187.72425112648833,0.0
51.0,blue-collar,married,,no,yes,no,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,999.0,0,0,48.26497081784149,0.0
,blue-collar,married,,unknown,no,no,cellular,jul,mon,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,999.0,0,0,-146.7407209527689,0.0
37.0,admin.,married,university.degree,unknown,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,999.0,0,0,-17.40485583816831,0.0
30.0,technician,single,,no,no,no,telephone,may,tue,4,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,999.0,0,0,156.2329619496916,0.0
